year,month,day,tempavg,DPavg,humidity avg,SLPavg,visibilityavg,windavg,Rainfall
2013,3,2,24,14,50,1012,5,13,0
2013,3,3,26,16,57,1012,5,6,0
2013,3,4,24,17,57,1012,5,8,0
2013,3,5,24,17,66,1013,5,5,0
2013,3,6,25,17,59,1013,5,6,0
2013,3,7,24,19,69,1013,4,6,0
2013,3,8,24,18,65,1012,4,6,0
2013,3,9,24,19,70,1010,4,5,0
2013,3,10,26,21,79,1009,3,5,0
2013,3,11,24,22,81,1010,4,5,0
2013,3,12,26,23,84,1010,5,11,0
2013,3,13,26,23,84,1011,5,3,0
2013,3,14,27,23,81,1012,4,6,0
2013,3,15,27,23,80,1012,3,3,0
2013,3,16,27,22,73,1013,3,5,0
2013,3,17,26,22,79,1011,4,8,0
2013,3,18,26,18,63,1009,5,10,0
2013,3,19,26,21,75,1010,5,6,0
2013,3,20,25,22,77,1010,5,5,0
2013,3,21,26,23,80,1008,4,5,0
2013,3,22,27,24,83,1007,4,10,0
2013,3,23,26,23,82,1009,5,5,3.05
2013,3,24,27,24,78,1009,5,6,0
2013,3,25,27,24,83,1007,5,6,0
2013,3,26,27,24,83,1007,5,13,0
2013,3,27,28,25,83,1007,5,10,0
2013,3,28,27,24,82,1008,5,6,0
2013,3,29,28,24,79,1008,5,5,0
2013,3,30,28,22,74,1007,4,2,0
2013,3,31,27,24,80,1008,5,6,0
2013,4,1,28,25,80,1008,5,8,0
2013,4,2,29,24,77,1009,6,8,0
2013,4,3,29,25,79,1007,4,6,0
2013,4,4,28,26,82,1004,5,11,0
2013,4,5,30,24,71,1004,5,11,0
2013,4,6,29,25,79,1005,5,10,0
2013,4,7,28,24,76,1005,5,8,0
2013,4,8,28,24,79,1006,5,8,0
2013,4,9,28,24,79,1007,5,8,0
2013,4,10,28,24,79,1007,5,13,0
2013,4,11,28,24,79,1007,5,13,0
2013,4,12,28,24,77,1009,5,11,0
2013,4,13,28,25,79,1009,6,10,0
2013,4,14,28,25,80,1008,6,8,0
2013,4,15,29,24,71,1006,6,10,0
2013,4,16,26,22,80,1005,5,13,24.89
2013,4,17,26,21,73,1005,6,10,11.94
2013,4,18,26,22,74,1006,6,8,0
2013,4,19,28,22,67,1006,6,5,0
2013,4,20,29,23,70,1007,6,16,0
2013,4,21,28,22,68,1008,5,5,0
2013,4,22,28,21,65,1009,5,14,0
2013,4,23,27,20,61,1010,6,8,0
2013,4,24,28,22,63,1009,5,11,0
2013,4,25,29,23,67,1009,5,13,0
2013,4,26,29,26,78,1008,6,10,0
2013,4,27,29,26,80,1007,5,10,0
2013,4,28,26,24,79,1006,6,11,7.11
2013,4,29,28,26,82,1007,6,8,0
2013,4,30,29,26,78,1007,6,13,0
2013,5,1,29,26,78,1004,6,14,0
2013,5,2,30,26,79,1003,6,14,0
2013,5,3,30,25,76,1003,6,18,4.06
2013,5,4,24,23,91,1006,5,16,151.89
2013,5,5,25,21,88,1008,5,13,0
2013,5,6,25,22,92,1007,4,8,97.03
2013,5,7,26,23,84,1006,5,8,20.07
2013,5,8,27,24,84,1005,5,14,27.94
2013,5,9,28,24,81,1005,5,14,0
2013,5,10,28,26,84,1005,6,11,40.89
2013,5,11,28,26,82,1004,6,11,1.02
2013,5,12,29,27,86,1006,6,8,0
2013,5,13,29,25,75,1005,6,8,0
2013,5,14,27,24,85,1004,5,5,35.05
2013,5,15,28,25,90,1002,5,6,12.95
2013,5,16,27,24,90,999,4,21,0
2013,5,17,28,26,83,1006,6,8,0
2013,5,18,30,27,82,1006,6,14,0
2013,5,19,29,26,80,1005,6,13,0
2013,5,20,29,26,81,1004,6,11,12.95
2013,5,21,26,24,90,1003,5,11,3.05
2013,5,22,24,24,93,1003,4,10,1.02
2013,5,23,27,25,88,1002,6,10,0.51
2013,5,24,26,24,90,1002,5,10,18.03
2013,5,25,25,24,92,1002,5,8,3.05
2013,5,26,28,25,83,1002,5,5,0.25
2013,5,27,29,26,82,1002,5,5,0.51
2013,5,28,29,26,81,1001,5,6,2.03
2013,5,29,28,25,85,1001,5,13,5.08
2013,5,30,28,24,81,1002,6,19,5.08
2013,5,31,27,24,88,1005,5,13,7.11
2013,6,1,28,26,80,1005,6,6,0
2013,6,2,29,26,78,1003,6,6,0
2013,6,3,29,26,87,1002,5,3,3.05
2013,6,4,29,26,77,1003,6,3,0
2013,6,5,29,26,78,1003,6,6,0
2013,6,6,29,25,78,1003,6,10,0
2013,6,7,28,26,84,1003,5,13,0
2013,6,8,29,25,76,1001,6,11,2.03
2013,6,9,27,25,88,1000,5,10,0.51
2013,6,10,29,26,81,999,6,8,9.91
2013,6,11,29,26,85,1000,5,6,0
2013,6,12,29,26,84,1000,5,3,19.05
2013,6,13,29,25,78,1000,5,6,1.02
2013,6,14,29,25,80,1000,6,11,0
2013,6,15,30,26,78,1001,6,8,0
2013,6,16,30,26,79,1002,6,6,4.06
2013,6,17,29,25,74,1001,6,6,0
2013,6,18,30,26,77,999,6,6,0
2013,6,19,31,27,77,999,6,10,0
2013,6,20,31,26,77,999,6,8,0
2013,6,21,30,26,79,998,5,6,0
2013,6,22,29,26,78,998,6,6,2.03
2013,6,23,31,26,74,997,6,8,0
2013,6,24,30,26,75,999,6,13,0
2013,6,25,27,26,90,1003,5,18,25.91
2013,6,26,29,27,91,1004,5,14,19.05
2013,6,27,27,26,98,1002,4,13,26.92
2013,6,28,27,26,97,1001,4,11,7.87
2013,6,29,27,26,97,999,4,10,23.88
2013,6,30,27,26,96,1000,5,8,7.87
2013,7,1,29,26,87,999,6,8,0
2013,7,2,29,26,81,999,6,11,0
2013,7,3,29,26,84,1001,6,11,4.06
2013,7,4,28,26,87,1002,5,8,2.03
2013,7,5,28,26,82,1003,6,11,0
2013,7,6,28,26,81,1004,6,10,0
2013,7,7,29,26,80,1004,6,8,0
2013,7,8,29,26,79,1003,6,10,0
2013,7,9,29,26,81,1001,6,11,0
2013,7,10,29,26,77,999,6,13,0
2013,7,11,29,25,78,1001,5,13,1.02
2013,7,12,28,24,81,1003,5,11,0.25
2013,7,13,28,25,88,1003,5,13,0
2013,7,14,28,25,78,1000,7,14,0
2013,7,15,29,26,79,1000,6,11,0
2013,7,16,30,26,79,1001,6,10,1.02
2013,7,17,29,25,79,1002,6,19,0.51
2013,7,18,28,25,85,999,5,13,2.03
2013,7,19,28,26,85,999,6,13,4.06
2013,7,20,28,26,84,1000,6,13,3.05
2013,7,21,28,25,80,998,6,8,0
2013,7,22,30,26,76,998,6,5,0
2013,7,23,30,26,79,999,6,8,0
2013,7,24,29,26,79,999,7,11,0
2013,7,25,29,25,82,996,6,16,18.03
2013,7,26,27,25,88,998,4,14,25.91
2013,7,27,27,26,92,1002,4,11,17.02
2013,7,28,27,25,94,1002,4,5,16
2013,7,29,27,25,86,998,5,14,2.03
2013,7,30,29,26,80,996,5,14,1.02
2013,7,31,28,25,84,999,5,14,4.06
2013,8,1,28,25,81,1001,6,11,0
2013,8,2,29,26,80,1002,6,10,0
2013,8,3,29,25,80,1002,6,6,0
2013,8,4,29,25,78,1001,6,8,1.02
2013,8,5,29,25,77,1003,6,8,0
2013,8,6,28,26,86,1004,5,14,2.03
2013,8,7,29,26,82,1005,5,13,2.03
2013,8,8,29,26,81,1004,5,10,0
2013,8,9,29,26,79,1003,6,10,0
2013,8,10,29,26,87,1004,5,8,7.87
2013,8,11,28,26,84,1005,5,8,2.03
2013,8,12,28,26,82,1004,6,6,0
2013,8,13,27,26,91,1003,5,2,0
2013,8,14,29,26,82,1003,6,3,0
2013,8,15,28,26,85,1004,5,6,6.1
2013,8,16,28,26,86,1003,5,10,2.03
2013,8,17,26,25,93,1001,4,11,7.87
2013,8,18,27,25,93,1000,5,10,1.02
2013,8,19,27,25,90,1000,5,11,10.92
2013,8,20,26,25,94,999,4,14,17.02
2013,8,21,28,26,83,1001,5,11,0
2013,8,22,28,25,80,1001,6,8,1.02
2013,8,23,29,26,81,1003,6,11,0
2013,8,24,29,25,77,1001,6,8,0
2013,8,25,28,25,82,1001,5,2,0
2013,8,26,28,25,83,1000,6,5,0
2013,8,27,26,24,90,1002,4,13,7.87
2013,8,28,28,25,90,1006,4,18,8.89
2013,8,29,28,26,87,1006,5,14,5.08
2013,8,30,28,26,86,1005,6,8,7.11
2013,8,31,29,26,83,1005,6,10,2.03
2013,9,1,29,26,81,1005,6,6,0
2013,9,2,28,25,84,1006,5,11,3.05
2013,9,3,28,25,84,1005,6,14,2.03
2013,9,4,27,26,91,1004,4,10,7.11
2013,9,5,28,26,88,1004,5,8,0
2013,9,6,28,26,84,1005,5,6,0
2013,9,7,27,25,89,1007,5,8,6.1
2013,9,8,28,25,85,1008,5,3,2.03
2013,9,9,27,25,88,1008,5,3,11.94
2013,9,10,28,26,82,1006,6,3,0
2013,9,11,28,26,88,1006,5,2,17.02
2013,9,12,29,26,81,1006,6,6,0
2013,9,13,29,26,80,1006,5,6,13.97
2013,9,14,28,25,84,1005,5,6,0.51
2013,9,15,28,25,80,1002,6,6,27.94
2013,9,16,29,26,82,1001,6,5,0
2013,9,17,29,26,83,1001,5,6,18.03
2013,9,18,29,25,79,1001,6,8,0
2013,9,19,29,25,78,1002,6,13,1.02
2013,9,20,29,25,78,1004,6,6,0
2013,9,21,33,26,76,1004,6,6,0
2013,9,22,30,26,79,1002,6,5,0
2013,9,23,30,26,77,1001,6,5,0
2013,9,24,29,26,79,1003,6,5,0
2013,9,25,30,26,78,1006,6,3,0.25
2013,9,26,29,26,83,1006,5,6,3.05
2013,9,27,29,26,85,1005,5,5,4.06
2013,9,28,28,25,85,1004,5,2,0
2013,9,29,28,25,85,1003,5,5,10.92
2013,9,30,28,25,84,1003,5,3,9.91
2013,10,1,28,25,85,1006,5,0,0
2013,10,2,28,25,83,1008,5,3,5.08
2013,10,3,28,24,81,1009,5,5,2.03
2013,10,4,26,24,93,1009,4,6,0
2013,10,5,26,24,92,1007,5,8,0
2013,10,6,26,25,92,1008,5,3,0
2013,10,7,27,24,86,1008,5,2,0
2013,10,8,28,24,83,1008,5,5,4.06
2013,10,9,27,24,80,1009,5,3,0
2013,10,10,29,24,76,1009,5,5,0
2013,10,11,29,25,79,1008,5,3,0
2013,10,12,29,25,80,1008,5,2,0
2013,10,13,29,25,80,1009,6,8,0
2013,10,14,29,25,79,1009,6,6,0
2013,10,15,28,24,79,1009,6,3,0
2013,10,16,28,24,75,1008,6,5,0
2013,10,17,29,25,80,1008,5,5,0
2013,10,18,29,26,79,1009,5,5,0
2013,10,19,30,26,82,1010,5,6,0
2013,10,20,28,25,81,1010,6,6,0.76
2013,10,21,28,24,84,1009,5,8,0
2013,10,22,26,24,93,1011,5,3,4.06
2013,10,23,27,24,86,1012,5,6,0.25
2013,10,24,28,24,80,1010,5,5,0
2013,10,25,27,24,91,1011,4,3,7.11
2013,10,26,23,23,95,1011,3,6,30.99
2013,10,27,23,22,93,1007,5,11,0
2013,10,28,26,23,83,1009,4,3,0
2013,10,29,26,23,84,1011,4,2,0
2013,10,30,26,24,83,1012,4,5,0
2013,10,31,26,23,82,1013,4,3,0
2013,11,1,26,23,86,1012,4,3,0
2013,11,2,24,21,79,1012,3,3,0
2013,11,3,24,21,76,1013,3,6,0
2013,11,4,27,21,74,1014,4,6,0
2013,11,5,26,22,79,1014,4,3,0
2013,11,6,24,21,80,1014,4,3,0
2013,11,7,24,21,74,1012,5,3,0
2013,11,8,24,20,73,1011,5,5,0
2013,11,9,24,21,76,1010,5,5,0
2013,11,10,24,21,79,1009,4,5,0
2013,11,11,24,20,73,1008,5,8,0
2013,11,12,24,21,76,1009,4,6,0
2013,11,13,25,21,73,1009,5,8,0
2013,11,14,24,21,72,1010,5,10,0
2013,11,15,26,22,80,1011,4,3,0
2013,11,16,26,21,74,1012,5,6,0
2013,11,17,24,19,68,1011,5,8,0
2013,11,18,26,21,76,1012,5,6,0
2013,11,19,24,19,70,1012,5,6,0
2013,11,20,23,18,72,1011,4,5,0
2013,11,21,22,19,77,1011,4,5,0
2013,11,22,24,17,65,1011,5,8,0
2013,11,23,23,18,67,1012,5,6,0
2013,11,24,22,16,67,1012,5,5,0
2013,11,25,22,17,69,1009,5,3,0
2013,11,26,22,17,75,1009,4,5,0
2013,11,27,23,19,75,1011,5,2,0
2013,11,28,26,22,75,1013,5,5,0
2013,11,29,27,20,69,1013,5,5,0
2013,11,30,24,19,73,1012,4,6,0
2013,12,1,24,18,69,1012,4,6,0
2013,12,2,23,19,73,1012,4,5,0
2013,12,3,23,21,77,1012,4,5,0
2013,12,4,24,21,80,1012,4,2,0
2013,12,5,24,19,75,1010,4,3,0
2013,12,6,23,18,72,1010,4,3,0
2013,12,7,22,19,75,1011,4,2,0
2013,12,8,23,19,77,1010,4,3,0
2013,12,9,24,19,74,1010,4,2,0
2013,12,10,24,19,73,1009,5,5,0
2013,12,11,23,18,71,1010,5,5,0
2013,12,12,22,18,74,1010,5,6,0
2013,12,13,21,17,73,1010,2,5,0
2013,12,14,20,16,76,1010,3,5,0
2013,12,15,20,15,70,1011,2,8,0
2013,12,16,21,13,57,1013,4,10,0
2013,12,17,19,14,69,1012,4,3,0
2013,12,18,19,14,70,1011,4,2,0
2013,12,19,19,15,75,1013,4,0,0
2013,12,20,19,16,74,1014,4,2,0
2013,12,21,19,16,75,1016,4,3,0
2013,12,22,20,15,67,1016,4,5,0
2013,12,23,20,15,72,1016,3,2,0
2013,12,24,21,17,73,1016,4,3,0
2013,12,25,19,15,70,1015,3,6,0
2013,12,26,19,16,79,1015,2,6,0
2013,12,27,19,16,83,1015,2,5,0
2013,12,28,19,15,84,1015,1,5,0
2013,12,29,18,14,75,1014,2,8,0
2013,12,30,20,14,71,1016,3,10,0
2013,12,31,18,12,63,1016,4,8,0
2014,1,1,19,13,62,1014,3,8,0
2014,1,2,20,14,63,1015,3,8,0
2014,1,3,21,14,64,1015,4,10,0
2014,1,4,20,14,67,1013,3,16,0
2014,1,5,19,14,71,1011,2,10,0
2014,1,6,18,13,64,1013,3,8,0
2014,1,7,20,13,61,1014,3,8,0
2014,1,8,19,10,53,1015,3,13,0
2014,1,9,19,12,63,1013,3,8,0
2014,1,10,17,12,67,1014,4,6,0
2014,1,11,19,14,69,1015,3,5,0
2014,1,12,18,14,70,1016,5,3,0
2014,1,13,20,13,63,1015,3,11,0
2014,1,14,18,14,72,1014,2,5,0
2014,1,15,19,16,84,1016,1,5,0
2014,1,16,18,14,80,1016,1,3,0
2014,1,17,18,14,81,1016,2,6,0
2014,1,18,20,17,77,1017,2,2,0
2014,1,19,20,16,70,1018,4,5,0
2014,1,20,22,14,60,1018,4,13,0
2014,1,21,20,16,74,1017,3,8,0
2014,1,22,23,15,68,1017,3,6,0
2014,1,23,22,14,59,1015,4,2,0
2014,1,24,22,16,64,1014,3,6,0
2014,1,25,22,14,54,1013,4,14,0
2014,1,26,21,14,58,1014,4,19,0
2014,1,27,21,13,59,1014,4,16,0
2014,1,28,18,14,72,1014,2,11,0
2014,1,29,20,15,73,1015,3,8,0
2014,1,30,21,15,66,1015,4,8,0
2014,1,31,21,16,68,1015,3,6,0
2014,2,1,21,17,72,1014,3,11,0
2014,2,2,22,17,68,1011,3,13,0
2014,2,3,22,16,66,1009,4,8,0
2014,2,4,21,14,65,1009,4,10,0
2014,2,5,22,14,63,1009,3,6,0
2014,2,6,23,15,59,1009,3,3,0
2014,2,7,23,14,55,1009,4,5,0
2014,2,8,21,18,74,1008,4,3,0
2014,2,9,22,19,79,1008,4,8,0
2014,2,10,25,20,78,1009,4,6,0
2014,2,11,24,22,82,1008,3,5,0
2014,2,12,24,18,71,1009,2,6,0
2014,2,13,25,13,48,1013,5,8,0
2014,2,14,23,12,52,1012,4,5,0
2014,2,15,21,14,56,1011,4,6,0
2014,2,16,21,17,78,1012,3,3,13.97
2014,2,17,18,18,89,1013,3,5,0
2014,2,18,19,11,58,1016,4,13,0
2014,2,19,19,13,63,1013,4,8,0
2014,2,20,22,14,56,1013,4,5,0
2014,2,21,22,15,64,1014,3,5,0
2014,2,22,22,13,56,1015,4,8,0
2014,2,23,22,16,61,1015,3,10,0
2014,2,24,24,16,53,1015,4,13,0
2014,2,25,25,14,48,1014,4,19,0
2014,2,26,26,14,47,1013,4,19,0
2014,2,27,23,15,52,1013,4,8,0
2014,2,28,23,16,52,1014,4,14,0
2014,3,1,24,16,52,1013,4,16,0
2014,3,2,24,15,48,1012,5,16,0
2014,3,3,24,15,44,1013,4,16,0
2014,3,4,23,16,56,1013,4,13,0
2014,3,5,24,15,53,1013,4,13,0
2014,3,6,23,12,42,1013,5,14,0
2014,3,7,25,13,46,1014,5,11,0
2014,3,8,23,12,42,1014,5,16,0
2014,3,9,24,12,39,1013,5,13,0
2014,3,10,23,14,50,1013,4,6,0
2014,3,11,24,15,52,1014,4,8,0
2014,3,12,24,17,55,1013,4,5,0
2014,3,13,24,19,62,1012,3,5,0
2014,3,14,27,17,52,1012,5,14,0
2014,3,15,28,17,55,1013,5,10,0
2014,3,16,24,16,51,1014,5,8,0
2014,3,17,25,18,56,1012,4,5,0
2014,3,18,25,22,77,1012,4,5,0
2014,3,19,27,21,73,1011,5,6,0
2014,3,20,25,22,74,1010,5,6,1.02
2014,3,21,27,23,82,1008,4,5,0
2014,3,22,27,24,85,1008,4,6,0
2014,3,23,24,19,69,1011,5,14,0
2014,3,24,27,22,74,1011,5,6,7.87
2014,3,25,26,22,74,1011,6,11,1.02
2014,3,26,27,23,78,1010,5,5,0
2014,3,27,27,24,83,1009,5,3,0
2014,3,28,27,25,85,1009,4,6,0
2014,3,29,27,25,83,1007,5,5,0
2014,3,30,28,25,85,1006,4,8,0
2014,3,31,28,26,82,1006,4,11,0
2014,4,1,28,26,85,1006,4,11,0
2014,4,2,28,26,82,1006,4,10,0
2014,4,3,28,25,80,1008,5,6,0
2014,4,4,26,19,64,1008,5,8,10.92
2014,4,5,27,24,78,1009,5,6,0
2014,4,6,28,24,81,1010,5,8,7.11
2014,4,7,26,25,82,1009,5,13,0
2014,4,8,28,25,81,1008,5,13,0
2014,4,9,28,26,83,1009,5,13,2.03
2014,4,10,29,25,76,1009,6,5,0
2014,4,11,29,26,82,1009,5,5,0
2014,4,12,29,23,71,1009,5,10,0
2014,4,13,30,23,65,1009,5,6,0
2014,4,14,30,23,64,1009,5,10,0
2014,4,15,29,23,64,1008,5,10,0
2014,4,16,29,26,76,1007,4,6,0
2014,4,17,28,26,81,1007,5,6,0
2014,4,18,28,26,80,1009,4,6,0
2014,4,19,30,26,74,1007,5,6,0
2014,4,20,31,24,63,1006,5,6,0
2014,4,21,32,21,45,1007,5,8,0
2014,4,22,32,18,42,1008,5,11,0
2014,4,23,31,23,58,1007,6,6,0
2014,4,24,30,27,76,1006,5,6,0
2014,4,25,30,27,78,1007,5,8,0
2014,4,26,30,26,74,1007,5,8,0
2014,4,27,30,26,74,1008,5,10,0
2014,4,28,28,24,67,1008,6,10,2.03
2014,4,29,30,27,77,1007,6,13,0
2014,4,30,28,24,69,1008,6,14,13.97
2014,5,1,29,26,75,1006,5,11,0
2014,5,2,27,24,75,1008,5,11,7.87
2014,5,3,28,24,69,1008,5,10,10.92
2014,5,4,28,22,69,1007,6,8,0
2014,5,5,28,23,72,1008,6,6,0.25
2014,5,6,29,25,76,1009,5,5,0
2014,5,7,30,26,75,1008,5,10,0
2014,5,8,28,24,74,1006,5,14,1.02
2014,5,9,29,27,80,1004,5,23,0.51
2014,5,10,30,27,79,1005,5,23,0
2014,5,11,27,26,90,1006,4,14,0
2014,5,12,28,26,82,1006,6,14,0
2014,5,13,30,27,79,1006,6,10,0
2014,5,14,30,27,80,1005,5,13,0
2014,5,15,30,27,81,1003,5,14,2.03
2014,5,16,29,27,81,1004,6,10,2.03
2014,5,17,30,27,76,1006,5,10,0
2014,5,18,39,27,74,1006,5,8,0
2014,5,19,31,27,76,1006,5,10,0
2014,5,20,30,26,73,1005,5,10,0
2014,5,21,30,26,76,1003,5,10,0
2014,5,22,31,26,72,1002,6,11,0
2014,5,23,31,26,71,1003,6,10,0
2014,5,24,29,26,80,1006,6,11,0
2014,5,25,29,26,75,1007,6,13,1.02
2014,5,26,29,26,75,1008,6,11,1.02
2014,5,27,30,26,74,1007,6,11,0
2014,5,28,29,26,77,1006,6,13,1.02
2014,5,29,28,26,79,1006,6,10,3.05
2014,5,30,30,25,75,1004,6,11,0
2014,5,31,29,26,75,1003,6,11,0
2014,6,1,28,26,77,1005,6,13,0.51
2014,6,2,27,26,83,1005,5,8,21.08
2014,6,3,28,26,82,1004,5,11,12.95
2014,6,4,28,26,85,1003,5,8,102.11
2014,6,5,29,26,79,1002,5,10,4.06
2014,6,6,29,26,78,1001,6,8,0
2014,6,7,29,26,74,1000,6,11,0
2014,6,8,30,27,77,999,7,13,0
2014,6,9,30,26,76,999,6,13,0
2014,6,10,30,27,77,1000,6,11,0
2014,6,11,30,26,80,999,6,10,0
2014,6,12,29,27,77,998,6,10,0
2014,6,13,31,26,85,997,5,8,58.93
2014,6,14,29,26,77,998,6,6,14.99
2014,6,15,28,26,83,999,5,10,0
2014,6,16,27,26,88,999,5,5,0.25
2014,6,17,28,27,80,998,6,8,26.92
2014,6,18,28,26,84,998,5,10,12.95
2014,6,19,27,26,91,996,4,13,21.08
2014,6,20,27,26,93,997,4,16,0.76
2014,6,21,27,26,94,999,3,19,21.08
2014,6,22,26,24,96,1002,2,10,54.1
2014,6,23,25,24,94,1001,3,8,104.9
2014,6,24,26,25,87,999,5,3,0.76
2014,6,25,28,26,87,1000,5,11,0
2014,6,26,27,25,87,1002,5,5,3.05
2014,6,27,28,26,83,1005,5,11,3.05
2014,6,28,28,26,82,1004,6,11,0.51
2014,6,29,27,26,95,1002,4,18,38.1
2014,6,30,28,26,77,1000,6,13,1.02
2014,7,1,28,26,80,1001,6,13,3.05
2014,7,2,27,26,90,1001,5,13,20.07
2014,7,3,26,26,90,999,5,14,5.08
2014,7,4,26,26,91,1000,5,13,1.02
2014,7,5,28,26,85,1003,5,10,0
2014,7,6,29,27,84,1005,6,6,0
2014,7,7,29,27,82,1003,6,6,1.02
2014,7,8,29,26,81,1001,6,10,0
2014,7,9,29,27,82,1000,6,10,0
2014,7,10,29,26,75,999,6,8,0
2014,7,11,29,26,80,999,6,5,8.89
2014,7,12,30,26,76,998,6,6,0
2014,7,13,30,26,77,1000,5,10,3.05
2014,7,14,30,26,76,1000,6,11,3.05
2014,7,15,29,25,79,1000,5,14,4.06
2014,7,16,28,26,87,1002,5,16,23.11
2014,7,17,27,26,87,1001,5,13,1.02
2014,7,18,28,26,82,999,5,16,1.02
2014,7,19,28,26,83,997,6,11,0.51
2014,7,20,28,26,86,996,5,16,11.94
2014,7,21,26,25,93,999,4,16,18.03
2014,7,22,27,26,90,1001,5,11,0
2014,7,23,28,26,85,1001,5,8,11.94
2014,7,24,28,26,84,1001,6,8,4.06
2014,7,25,29,26,79,1001,6,8,0
2014,7,26,29,26,80,1002,6,5,0.51
2014,7,27,28,26,80,1003,5,6,0
2014,7,28,29,25,79,1001,6,11,0
2014,7,29,29,25,79,1000,6,13,0
2014,7,30,29,26,76,1001,6,13,0
2014,7,31,29,26,81,1002,6,8,0
2014,8,1,29,26,83,1001,6,10,2.03
2014,8,2,29,26,84,998,6,11,2.03
2014,8,3,28,26,83,997,6,13,1.02
2014,8,4,26,26,92,998,4,13,36.07
2014,8,5,27,26,89,1001,5,11,11.94
2014,8,6,28,26,88,1001,5,8,0
2014,8,7,28,26,84,1000,6,6,0
2014,8,8,29,26,80,1000,6,18,0
2014,8,9,29,26,80,1002,5,16,0.25
2014,8,10,28,26,82,1004,6,13,0.25
2014,8,11,28,26,81,1004,6,11,1.02
2014,8,12,27,26,89,1003,5,10,3.05
2014,8,13,28,27,90,1002,4,13,19.05
2014,8,14,28,26,87,1003,5,11,30.99
2014,8,15,27,26,93,1004,4,10,38.1
2014,8,16,27,26,91,1004,5,6,23.11
2014,8,17,27,25,91,1005,4,5,0
2014,8,18,28,26,85,1007,5,6,7.11
2014,8,19,27,26,87,1008,5,8,0
2014,8,20,27,26,87,1006,5,8,7.87
2014,8,21,27,25,83,1004,5,11,3.05
2014,8,22,27,25,86,1006,5,11,8.89
2014,8,23,27,25,86,1008,5,10,0
2014,8,24,28,26,84,1007,5,11,3.05
2014,8,25,29,26,81,1006,6,8,0
2014,8,26,28,26,82,1005,6,6,0
2014,8,27,29,26,83,1003,6,3,0
2014,8,28,29,26,80,1004,6,3,0
2014,8,29,30,26,77,1003,6,8,0
2014,8,30,28,26,85,1004,5,6,9.91
2014,8,31,28,24,81,1003,6,11,0
2014,9,1,28,25,82,1004,6,11,0
2014,9,2,28,24,78,1005,6,11,0
2014,9,3,28,26,82,1005,6,8,0
2014,9,4,28,26,85,1003,5,8,0.51
2014,9,5,29,26,80,1002,5,11,0
2014,9,6,28,24,74,1002,6,11,0
2014,9,7,28,24,74,1005,6,11,0
2014,9,8,27,25,82,1006,6,10,0.51
2014,9,9,28,26,80,1005,6,8,0
2014,9,10,29,26,79,1006,6,10,0
2014,9,11,29,26,79,1007,6,8,0
2014,9,12,29,25,80,1006,6,6,0
2014,9,13,28,25,80,1005,6,6,49.02
2014,9,14,29,26,81,1004,6,8,16
2014,9,15,28,26,83,1004,5,6,41.91
2014,9,16,29,26,80,1001,6,5,0.25
2014,9,17,29,26,82,1000,6,6,0
2014,9,18,29,26,84,1004,6,10,0
2014,9,19,28,25,83,1006,6,16,1.02
2014,9,20,27,25,90,1005,5,11,23.11
2014,9,21,28,26,89,1006,4,11,6.1
2014,9,22,28,26,83,1006,5,13,2.03
2014,9,23,26,25,92,1006,4,13,23.11
2014,9,24,27,26,88,1007,5,10,0
2014,9,25,26,26,85,1008,5,10,0
2014,9,26,28,25,82,1009,5,13,5.08
2014,9,27,28,24,81,1010,5,6,5.08
2014,9,28,29,25,78,1010,4,0,0
2014,9,29,29,26,79,1009,4,3,0
2014,9,30,29,26,77,1009,3,0,0
2014,10,1,29,26,82,1009,4,2,0
2014,10,2,28,26,83,1009,4,3,0
2014,10,3,28,26,83,1008,4,3,0
2014,10,4,29,26,84,1008,4,3,0
2014,10,5,29,26,81,1009,4,3,0
2014,10,6,28,26,76,1009,5,3,17.02
2014,10,7,28,25,79,1008,6,8,0
2014,10,8,28,24,75,1008,6,3,0
2014,10,9,30,25,77,1007,5,2,0
2014,10,10,29,25,77,1007,5,3,0
