year,month,day,tempavg,DPavg,humidity avg,SLPavg,visibilityavg,windavg,Rainfall
2014,10,11,29,25,84,1007,5,5,20.07
2014,10,12,28,25,81,1009,5,8,0
2014,10,13,28,25,78,1011,6,5,0
2014,10,14,28,25,81,1012,5,3,0
2014,10,15,28,25,79,1012,5,3,39.88
2014,10,16,28,26,83,1011,5,3,0
2014,10,17,29,24,73,1010,5,10,0
2014,10,18,27,23,73,1010,5,8,0
2014,10,19,27,22,70,1010,5,5,0
2014,10,20,27,22,73,1011,4,3,0
2014,10,21,27,22,73,1012,5,3,0
2014,10,22,27,23,75,1012,5,3,0
2014,10,23,28,23,73,1011,4,3,0
2014,10,24,28,23,74,1010,4,3,0
2014,10,25,28,23,77,1010,3,3,0
2014,10,26,28,23,73,1012,4,2,0
2014,10,27,26,22,75,1012,5,8,0
2014,10,28,23,21,78,1011,4,11,5.08
2014,10,29,25,21,75,1010,5,8,0
2014,10,30,27,22,76,1010,5,6,0
2014,10,31,27,23,75,1010,5,5,0
2014,11,1,27,22,71,1010,5,6,0
2014,11,2,27,22,69,1010,5,6,0
2014,11,3,26,22,69,1010,5,11,0
2014,11,4,28,23,70,1009,4,3,0
2014,11,5,28,23,68,1008,5,5,0
2014,11,6,29,23,71,1007,5,5,0
2014,11,7,30,24,74,1009,5,3,0
2014,11,8,29,24,77,1011,5,3,0
2014,11,9,29,24,73,1012,4,3,0
2014,11,10,28,24,74,1011,4,5,0
2014,11,11,28,19,57,1011,4,8,0
2014,11,12,27,18,57,1011,4,3,0
2014,11,13,27,20,65,1013,3,5,0
2014,11,14,26,21,68,1012,3,3,0
2014,11,15,26,18,60,1011,3,6,0
2014,11,16,24,16,57,1012,4,3,0
2014,11,17,24,16,59,1012,4,2,0
2014,11,18,24,18,66,1013,4,3,0
2014,11,19,24,17,62,1013,4,3,0
2014,11,20,24,18,66,1012,3,3,0
2014,11,21,24,18,68,1011,4,2,0
2014,11,22,24,18,67,1011,4,8,0
2014,11,23,24,16,57,1012,3,5,0
2014,11,24,23,16,67,1012,3,3,0
2014,11,25,23,15,63,1011,3,3,0
2014,11,26,23,14,58,1009,3,2,0
2014,11,27,22,16,65,1011,3,3,0
2014,11,28,22,18,73,1011,3,2,0
2014,11,29,22,17,71,1011,3,3,0
2014,11,30,22,18,71,1010,3,3,0
2014,12,1,23,16,63,1010,4,2,0
2014,12,2,22,17,66,1011,4,2,0
2014,12,3,23,17,65,1011,4,3,0
2014,12,4,23,16,63,1012,4,2,0
2014,12,5,23,17,63,1013,4,3,0
2014,12,6,22,18,70,1012,4,3,0
2014,12,7,23,16,64,1012,4,5,0
2014,12,8,21,18,78,1013,2,11,0
2014,12,9,21,17,74,1014,2,3,0
2014,12,10,22,16,73,1013,3,2,0
2014,12,11,22,16,73,1014,2,5,0
2014,12,12,21,17,76,1015,3,10,0
2014,12,13,22,18,77,1015,3,6,0
2014,12,14,23,18,71,1014,4,5,0
2014,12,15,23,18,70,1013,4,5,0
2014,12,16,24,18,70,1014,3,5,0
2014,12,17,23,16,63,1014,3,14,0
2014,12,18,20,14,65,1016,3,16,0
2014,12,19,22,16,72,1016,3,6,0
2014,12,20,22,14,63,1014,3,5,0
2014,12,21,22,14,59,1013,4,2,0
2014,12,22,22,16,59,1013,4,8,0
2014,12,23,22,15,60,1013,3,6,0
2014,12,24,22,17,70,1014,3,5,0
2014,12,25,22,17,64,1013,4,6,0
2014,12,26,22,16,66,1012,3,6,0
2014,12,27,19,16,80,1014,2,10,0
2014,12,28,18,16,82,1014,1,6,0
2014,12,29,21,15,61,1013,3,6,0
2014,12,30,21,14,62,1012,3,8,0
2014,12,31,21,17,78,1014,2,2,0.51
2015,1,1,22,19,82,1014,3,5,0.76
2015,1,2,25,19,73,1014,4,5,0.25
2015,1,3,25,19,63,1013,4,3,0
2015,1,4,24,21,73,1012,4,3,0
2015,1,5,23,18,69,1012,4,14,0
2015,1,6,21,13,54,1012,4,16,0
2015,1,7,20,12,59,1013,3,11,0
2015,1,8,19,13,63,1013,3,10,0
2015,1,9,20,14,70,1013,3,3,0
2015,1,10,19,14,63,1014,3,8,0
2015,1,11,19,14,68,1015,3,10,0
2015,1,12,18,16,77,1014,2,10,0
2015,1,13,21,16,68,1013,3,5,0
2015,1,14,23,14,57,1014,4,5,0
2015,1,15,23,16,62,1014,4,8,0
2015,1,16,21,18,78,1014,4,3,0.51
2015,1,17,22,17,69,1012,3,8,0
2015,1,18,20,16,70,1014,3,13,0
2015,1,19,18,14,81,1016,2,8,0
2015,1,20,18,15,79,1017,2,10,0
2015,1,21,19,17,79,1018,2,6,0
2015,1,22,20,16,77,1017,2,3,0
2015,1,23,19,15,71,1015,2,3,0
2015,1,24,21,14,63,1015,3,8,0
2015,1,25,22,12,46,1017,5,14,0
2015,1,26,21,11,46,1016,4,13,0
2015,1,27,21,13,55,1014,3,8,0
2015,1,28,22,15,57,1013,3,8,0
2015,1,29,23,15,56,1013,3,14,0
2015,1,30,22,14,58,1014,4,18,0
2015,1,31,21,10,49,1016,4,16,0
2015,2,1,19,9,47,1016,4,14,0
2015,2,2,19,11,54,1017,3,8,0
2015,2,3,21,13,57,1018,3,6,0
2015,2,4,22,12,52,1016,4,3,0
2015,2,5,24,13,49,1015,3,5,0
2015,2,6,23,14,58,1015,3,3,0
2015,2,7,20,14,64,1014,3,5,0
2015,2,8,21,13,56,1014,3,10,0
2015,2,9,22,14,57,1015,3,10,0
2015,2,10,22,14,56,1015,3,8,0
2015,2,11,23,12,44,1014,4,14,0
2015,2,12,22,12,50,1012,4,8,0
2015,2,13,21,14,61,1012,3,3,0
2015,2,14,22,16,68,1012,3,3,0
2015,2,15,22,14,53,1012,3,5,0
2015,2,16,22,16,68,1014,3,3,0
2015,2,17,23,16,61,1012,3,8,0
2015,2,18,23,18,71,1012,3,3,0
2015,2,19,23,17,64,1013,3,10,0
2015,2,20,23,17,63,1013,3,6,0
2015,2,21,23,18,69,1012,3,3,0
2015,2,22,26,18,65,1013,3,3,0
2015,2,23,23,19,73,1013,2,5,0
2015,2,24,23,19,74,1012,4,3,0
2015,2,25,24,20,72,1010,3,5,0
2015,2,26,24,21,74,1010,4,5,0
2015,2,27,24,21,78,1011,4,3,0
2015,2,28,24,22,77,1012,3,5,0
2015,3,1,27,22,76,1012,3,10,0
2015,3,2,27,23,81,1012,2,3,0
2015,3,3,27,22,73,1010,3,5,0
2015,3,4,26,19,71,1011,4,11,0
2015,3,5,24,20,75,1012,5,3,0
2015,3,6,24,11,43,1014,6,11,0
2015,3,7,24,9,36,1012,6,14,0
2015,3,8,26,14,47,1011,6,19,0
2015,3,9,26,15,48,1013,5,13,0
2015,3,10,27,13,43,1013,5,14,0
2015,3,11,28,10,34,1014,5,16,0
2015,3,12,26,8,33,1013,6,11,0
2015,3,13,26,14,52,1012,4,5,0
2015,3,14,27,18,58,1013,3,5,0
2015,3,15,27,22,69,1014,4,6,0
2015,3,16,29,14,41,1013,5,13,0
2015,3,17,30,16,45,1010,5,14,0
2015,3,18,28,19,54,1010,4,8,0
2015,3,19,28,17,49,1011,4,10,0
2015,3,20,28,12,36,1012,4,14,0
2015,3,21,27,14,42,1010,4,10,0
2015,3,22,27,17,47,1009,4,11,0
2015,3,23,27,19,60,1008,3,6,0
2015,3,24,27,22,71,1009,3,6,0
2015,3,25,28,22,71,1012,3,6,2.03
2015,3,26,20,21,65,1014,4,10,0
2015,3,27,27,23,74,1014,3,5,0
2015,3,28,27,23,79,1012,3,3,0
2015,3,29,27,23,76,1011,4,5,0
2015,3,30,28,23,72,1010,4,10,0
2015,3,31,27,23,83,1010,4,10,0
2015,4,1,26,22,79,1009,4,6,0
2015,4,2,27,24,75,1007,5,11,0
2015,4,3,25,22,81,1006,4,11,29.97
2015,4,4,27,25,77,1005,5,10,0
2015,4,5,26,23,74,1007,5,13,7.87
2015,4,6,26,23,82,1008,4,6,38.1
2015,4,7,28,23,73,1009,5,5,0.76
2015,4,8,27,20,63,1010,4,18,0
2015,4,9,28,23,73,1009,4,3,0
2015,4,10,29,25,78,1010,5,6,0
2015,4,11,29,24,70,1011,5,6,0
2015,4,12,30,24,73,1012,4,6,0
2015,4,13,30,26,72,1011,4,8,0
2015,4,14,28,23,71,1011,5,3,0
2015,4,15,29,26,78,1010,4,3,0
2015,4,16,31,22,59,1011,4,6,0
2015,4,17,29,23,66,1008,3,2,0
2015,4,18,29,24,67,1007,4,6,0
2015,4,19,27,24,73,1009,5,14,5.08
2015,4,20,28,26,75,1010,5,6,0
2015,4,21,29,26,77,1008,6,13,0
2015,4,22,29,24,73,1008,5,18,0
2015,4,23,28,22,69,1009,5,13,38.1
2015,4,24,26,22,75,1011,5,10,0
2015,4,25,24,22,82,1011,5,3,7.11
2015,4,26,28,23,76,1011,5,6,0
2015,4,27,28,23,73,1010,5,6,0.25
2015,4,28,28,24,75,1010,5,3,0
2015,4,29,28,24,69,1008,5,10,0
2015,4,30,29,23,68,1009,5,8,4.06
2015,5,1,27,24,81,1008,5,6,3.05
2015,5,2,28,26,78,1008,5,10,0
2015,5,3,32,26,72,1009,5,6,0
2015,5,4,29,27,77,1009,5,8,0
2015,5,5,30,26,75,1007,5,6,0
2015,5,6,30,25,67,1006,5,10,0
2015,5,7,30,24,70,1007,5,10,0
2015,5,8,30,23,66,1006,5,11,0
2015,5,9,30,26,75,1005,5,6,0
2015,5,10,30,24,71,1006,5,6,1.02
2015,5,11,29,23,74,1008,5,6,0
2015,5,12,28,24,84,1007,4,6,0
2015,5,13,30,24,69,1007,6,6,0
2015,5,14,30,26,74,1008,5,8,3.05
2015,5,15,31,27,74,1008,5,10,0
2015,5,16,31,26,69,1006,6,10,0
2015,5,17,30,26,75,1005,6,10,0
2015,5,18,29,24,72,1005,5,11,2.03
2015,5,19,29,24,71,1003,6,11,1.02
2015,5,20,30,26,76,1002,5,8,0
2015,5,21,31,26,69,1003,6,10,0
2015,5,22,31,28,79,1003,5,11,0
2015,5,23,30,26,78,1003,4,29,7.87
2015,5,24,25,22,78,1004,5,14,0
2015,5,25,28,24,67,1003,6,10,0
2015,5,26,30,26,74,1005,6,8,0
2015,5,27,31,26,71,1005,6,13,0
2015,5,28,31,26,72,1005,6,13,0
2015,5,29,31,27,74,1005,6,14,0
2015,5,30,31,27,71,1006,6,13,0
2015,5,31,31,27,75,1005,6,11,0
2015,6,1,30,27,72,1005,6,13,7.11
2015,6,2,31,26,70,1006,6,13,0
2015,6,3,31,26,66,1006,6,10,0
2015,6,4,31,26,70,1006,6,8,0
2015,6,5,30,27,77,1006,6,5,23.88
2015,6,6,29,26,83,1005,5,6,4.06
2015,6,7,29,26,81,1005,6,10,0
2015,6,8,30,27,77,1004,6,14,0.51
2015,6,9,30,26,78,1004,6,14,0.25
2015,6,10,31,27,75,1003,6,18,0
2015,6,11,29,25,85,1004,5,13,72.9
2015,6,12,27,24,77,1004,6,8,2.03
2015,6,13,29,25,85,1004,6,11,5.08
2015,6,14,29,26,74,1003,6,8,0
2015,6,15,30,26,82,1003,6,13,16
2015,6,16,28,25,80,1003,6,8,0.25
2015,6,17,29,26,75,1002,6,8,0
2015,6,18,31,26,74,1002,6,5,4.06
2015,6,19,31,26,69,1002,6,8,4.06
2015,6,20,30,24,70,1001,6,11,5.08
2015,6,21,29,25,80,1002,5,13,1.02
2015,6,22,27,25,91,1000,4,16,34.04
2015,6,23,27,26,91,998,4,13,2.03
2015,6,24,27,26,93,997,3,10,100.08
2015,6,25,26,26,93,995,4,10,17.02
2015,6,26,26,26,93,995,3,3,10.92
2015,6,27,27,25,91,1000,4,6,16
2015,6,28,27,25,79,1006,5,6,0
2015,6,29,29,24,74,1007,6,10,0
2015,6,30,29,24,72,1006,6,13,0
2015,7,1,29,25,80,1005,5,13,0
2015,7,2,28,25,86,1004,5,10,7.11
2015,7,3,29,26,81,1003,6,10,0
2015,7,4,29,27,82,1001,5,10,3.05
2015,7,5,29,27,81,999,5,10,0
2015,7,6,29,26,77,998,5,8,2.03
2015,7,7,29,26,79,998,5,3,2.03
2015,7,8,28,26,85,999,5,3,3.05
2015,7,9,26,25,93,1001,3,11,38.1
2015,7,10,29,26,82,1002,6,13,2.03
2015,7,11,30,26,77,1004,6,10,0
2015,7,12,29,27,78,1003,6,8,0
2015,7,13,30,27,79,1001,6,10,0
2015,7,14,29,27,81,1000,5,8,0.76
2015,7,15,29,27,87,999,4,8,23.11
2015,7,16,28,26,80,998,6,10,0
2015,7,17,29,26,88,998,4,8,0.51
2015,7,18,28,26,90,1000,4,16,40.89
2015,7,19,26,25,92,1000,5,8,19.05
2015,7,20,28,26,86,1000,6,14,1.02
2015,7,21,29,27,85,1002,6,11,1.02
2015,7,22,29,26,88,1005,6,8,8.89
2015,7,23,28,26,91,1006,5,10,11.94
2015,7,24,26,26,99,1006,3,8,28.96
2015,7,25,26,26,98,1002,2,18,73.91
2015,7,26,24,24,98,998,2,8,27.94
2015,7,27,27,25,91,997,4,13,11.94
2015,7,28,27,25,87,997,5,11,13.97
2015,7,29,26,24,87,993,4,16,16
2015,7,30,24,24,93,991,3,24,37.08
2015,7,31,24,24,92,995,3,13,62.99
2015,8,1,26,24,89,1003,5,11,0
2015,8,2,28,26,81,1005,6,8,0
2015,8,3,29,26,79,1005,5,8,0
2015,8,4,29,27,81,1003,5,8,0
2015,8,5,29,26,79,1002,5,10,0
2015,8,6,29,27,78,1001,5,10,0
2015,8,7,30,27,79,1002,5,5,0
2015,8,8,29,26,81,1002,5,5,3.05
2015,8,9,29,25,77,1001,6,5,0.51
2015,8,10,31,25,72,1001,6,6,0
2015,8,11,29,27,83,1004,5,6,1.02
2015,8,12,30,26,75,1005,5,6,2.03
2015,8,13,30,27,80,1005,6,8,0
2015,8,14,29,26,81,1005,6,8,1.02
2015,8,15,29,26,82,1007,6,11,0
2015,8,16,28,26,84,1007,5,13,27.94
2015,8,17,28,26,88,1007,4,13,27.94
2015,8,18,26,26,94,1008,4,11,30.99
2015,8,19,28,26,92,1006,4,16,10.92
2015,8,20,27,27,93,1005,4,10,3.05
2015,8,21,28,25,78,1004,5,8,0.51
2015,8,22,29,26,78,1001,6,10,0
2015,8,23,29,26,79,1002,5,10,0
2015,8,24,29,26,76,1002,6,8,0.25
2015,8,25,29,26,80,1002,5,10,0
2015,8,26,30,26,76,1002,6,6,0
2015,8,27,30,25,75,1004,6,11,3.05
2015,8,28,29,25,78,1005,5,11,7.11
2015,8,29,28,26,85,1005,5,13,2.03
2015,8,30,27,26,93,1005,4,10,24.89
2015,8,31,27,26,91,1005,4,11,21.08
2015,9,1,26,26,94,1003,3,11,9.91
2015,9,2,28,25,86,1003,6,18,0
2015,9,3,28,25,83,1007,5,5,0
2015,9,4,29,25,78,1008,5,5,0
2015,9,5,30,26,77,1007,5,5,0
2015,9,6,30,26,77,1007,6,10,0
2015,9,7,29,26,79,1006,5,8,0
2015,9,8,30,26,77,1005,6,5,0
2015,9,9,30,26,79,1005,4,2,3.05
2015,9,10,30,26,76,1006,5,5,0.51
2015,9,11,30,26,73,1007,6,5,0
2015,9,12,29,26,73,1006,6,11,18.03
2015,9,13,30,26,79,1006,5,3,7.11
2015,9,14,31,26,76,1005,6,8,0
2015,9,15,30,25,76,1005,5,8,2.03
2015,9,16,30,26,72,1004,6,8,0
2015,9,17,31,27,79,1004,5,2,0
2015,9,18,31,27,79,1004,5,5,1.02
2015,9,19,28,25,86,1007,5,10,1.02
2015,9,20,28,25,81,1006,5,14,0.51
2015,9,21,28,26,86,1006,5,13,0.51
2015,9,22,29,26,76,1006,6,18,0
2015,9,23,28,26,87,1006,5,10,6.1
2015,9,24,27,26,90,1005,4,8,2.03
2015,9,25,29,26,83,1005,6,5,3.05
2015,9,26,30,25,73,1005,4,3,0
2015,9,27,29,24,71,1006,5,5,0
2015,9,28,29,24,70,1007,5,2,0
2015,9,29,30,25,70,1007,5,3,0
2015,9,30,31,26,72,1009,5,0,0
2015,10,1,28,25,76,1011,5,5,58.93
2015,10,2,29,26,81,1009,5,5,0.51
2015,10,3,29,26,77,1008,5,5,0.51
2015,10,4,29,24,76,1008,5,5,9.91
2015,10,5,28,26,79,1008,5,2,1.02
2015,10,6,29,26,81,1007,5,5,1.02
2015,10,7,29,25,76,1007,5,8,2.03
2015,10,8,26,24,93,1004,4,6,17.02
2015,10,9,28,24,83,1004,5,8,0
2015,10,10,28,24,84,1007,5,3,24.89
2015,10,11,27,24,82,1009,5,0,0.76
2015,10,12,28,24,83,1009,5,0,0
2015,10,13,26,24,87,1011,5,3,5.08
2015,10,14,27,23,77,1012,5,3,0
2015,10,15,27,24,80,1013,4,0,0
2015,10,16,28,24,76,1012,5,0,0
2015,10,17,28,24,74,1011,4,6,0
2015,10,18,28,24,75,1012,4,3,0
2015,10,19,28,24,75,1011,3,0,0
2015,10,20,28,24,75,1009,4,0,0
2015,10,21,28,24,75,1009,4,0,0
2015,10,22,28,23,71,1010,4,2,0
2015,10,23,29,23,72,1010,4,2,0
2015,10,24,28,21,65,1011,4,2,0
2015,10,25,28,23,75,1012,4,2,0
2015,10,26,28,23,73,1012,3,2,0
2015,10,27,28,23,72,1012,4,0,0
2015,10,28,28,22,68,1012,4,2,0
2015,10,29,28,23,70,1013,4,2,0
2015,10,30,26,23,90,1014,3,2,2.03
2015,10,31,23,22,88,1014,5,2,2.03
2015,11,1,23,21,85,1014,5,6,1.02
2015,11,2,26,22,75,1014,5,3,0
2015,11,3,27,22,77,1013,5,2,0
2015,11,4,27,22,71,1011,5,0,0
2015,11,5,27,22,69,1011,5,6,0
2015,11,6,27,21,66,1011,5,3,0
2015,11,7,27,19,59,1012,4,8,0
2015,11,8,25,19,63,1013,3,10,0
2015,11,9,26,18,62,1012,4,2,0
2015,11,10,25,21,73,1011,3,3,0
2015,11,11,27,20,67,1011,5,0,0
2015,11,12,26,19,68,1012,4,5,0
2015,11,13,24,20,71,1012,4,5,0
2015,11,14,24,19,70,1010,4,3,0
2015,11,15,25,20,72,1011,4,2,0
2015,11,16,24,21,77,1011,4,3,0
2015,11,17,24,22,79,1011,3,0,0
2015,11,18,23,21,82,1014,3,5,0.76
2015,11,19,24,21,76,1013,5,10,0
2015,11,20,26,21,79,1012,4,3,0
2015,11,21,27,21,67,1012,5,3,0
2015,11,22,26,21,70,1012,5,3,0
2015,11,23,25,19,66,1013,4,5,0
2015,11,24,24,18,67,1012,4,0,0
2015,11,25,23,19,70,1012,4,2,0
2015,11,26,24,17,62,1011,4,2,0
2015,11,27,24,18,71,1011,4,2,0
2015,11,28,24,18,70,1015,4,3,0
2015,11,29,23,18,68,1015,3,5,0
2015,11,30,24,19,64,1014,3,11,0
2015,12,1,24,19,71,1013,3,2,0
2015,12,2,24,21,76,1013,3,0,0.25
2015,12,3,23,21,84,1014,2,0,2.03
2015,12,4,24,19,74,1013,4,8,0
2015,12,5,24,19,74,1013,3,5,0
2015,12,6,23,18,71,1013,3,5,0
2015,12,7,24,18,66,1014,3,3,0
2015,12,8,23,18,73,1013,3,0,0
2015,12,9,23,19,76,1014,3,5,0
2015,12,10,22,18,74,1013,3,3,0
2015,12,11,22,18,73,1012,3,2,0
2015,12,12,23,19,74,1011,3,2,0
2015,12,13,23,21,77,1013,3,3,0
2015,12,14,24,21,81,1012,3,3,0
2015,12,15,23,19,77,1013,3,5,0
2015,12,16,23,15,64,1014,3,11,0
2015,12,17,20,10,54,1014,3,6,0
2015,12,18,17,15,90,1015,3,2,0
2015,12,19,21,14,66,1016,4,13,0
2015,12,20,20,14,65,1016,3,8,0
2015,12,21,19,12,64,1016,4,8,0
2015,12,22,20,13,68,1018,4,8,0
2015,12,23,21,14,64,1016,3,10,0
2015,12,24,21,13,57,1015,4,8,0
2015,12,25,21,14,62,1016,3,13,0
2015,12,26,20,13,62,1016,3,11,0
2015,12,27,19,13,65,1016,3,3,0
2015,12,28,19,14,63,1017,3,5,0
2015,12,29,19,16,76,1016,3,2,0
2015,12,30,19,16,77,1015,2,2,0
2015,12,31,20,17,78,1017,3,2,0
2016,1,1,20,17,75,1018,3,5,0
2016,1,2,19,16,75,1017,3,5,0
2016,1,3,20,17,71,1016,3,5,0
2016,1,4,20,16,73,1016,2,2,0
2016,1,5,21,15,74,1015,3,3,0
2016,1,6,21,16,74,1015,3,5,0
2016,1,7,20,16,71,1016,3,5,0
2016,1,8,21,17,76,1015,2,3,0
2016,1,9,21,19,84,1013,3,3,0
2016,1,10,22,19,76,1015,3,2,0
2016,1,11,21,19,85,1015,2,5,0
2016,1,12,20,13,62,1014,3,5,0
2016,1,13,19,14,70,1013,3,2,0
2016,1,14,19,14,70,1014,3,3,0
2016,1,15,19,13,63,1012,3,5,0
2016,1,16,21,13,63,1012,3,2,0
2016,1,17,21,13,58,1012,3,6,0
2016,1,18,20,13,59,1012,3,6,0
2016,1,19,21,14,60,1012,3,6,0
2016,1,20,21,14,59,1013,3,2,0
2016,1,21,19,17,84,1015,2,2,2.03
2016,1,22,20,13,63,1016,3,13,0
2016,1,23,18,14,73,1017,2,13,0
2016,1,24,18,12,67,1016,2,11,0
2016,1,25,18,12,61,1014,3,13,0
2016,1,26,18,9,53,1014,4,5,0
2016,1,27,19,9,53,1014,3,5,0
2016,1,28,19,13,70,1014,4,2,0
2016,1,29,20,15,68,1015,3,5,0
2016,1,30,21,16,76,1014,2,0,0
2016,1,31,21,17,71,1013,3,2,0
2016,2,1,22,18,76,1014,3,3,0
2016,2,2,21,18,84,1015,1,5,0
2016,2,3,22,17,67,1013,3,3,0
2016,2,4,23,12,48,1014,3,11,0
2016,2,5,21,11,50,1013,4,8,0
2016,2,6,20,9,42,1012,3,8,0
2016,2,7,21,14,57,1014,3,5,0
2016,2,8,22,14,61,1013,3,3,0
2016,2,9,22,18,74,1013,3,3,0
2016,2,10,23,19,76,1012,4,5,0
2016,2,11,22,18,74,1011,3,3,0
2016,2,12,23,20,75,1011,3,8,0
2016,2,13,25,20,73,1012,3,6,0
2016,2,14,24,20,76,1013,3,5,0
2016,2,15,26,19,69,1014,3,3,0
2016,2,16,27,18,59,1015,3,3,0
2016,2,17,26,18,57,1015,3,6,0
2016,2,18,26,19,63,1013,2,11,0
2016,2,19,26,18,60,1013,4,6,0
2016,2,20,26,21,73,1012,4,14,0
2016,2,21,26,22,75,1011,3,16,0
2016,2,22,28,23,78,1013,4,18,0
2016,2,23,27,23,78,1013,4,18,0
2016,2,24,24,22,85,1014,4,10,0
2016,2,25,23,19,78,1015,4,14,0
2016,2,26,26,19,66,1015,4,13,0
2016,2,27,27,19,61,1016,4,11,0
2016,2,28,26,21,68,1016,3,6,0
2016,2,29,26,22,73,1016,3,6,0
2016,3,1,26,19,65,1014,3,5,0
2016,3,2,27,20,64,1014,3,6,0
2016,3,3,27,21,72,1014,3,5,0
2016,3,4,26,22,71,1012,5,6,0
2016,3,5,26,22,74,1011,3,5,0
2016,3,6,26,22,70,1011,3,5,0
2016,3,7,28,19,59,1010,3,8,0
2016,3,8,27,23,77,1010,3,6,0
2016,3,9,28,23,73,1010,3,6,0
2016,3,10,28,22,70,1011,4,10,0
2016,3,11,28,24,76,1011,4,6,0
2016,3,12,29,24,80,1010,3,10,0
2016,3,13,28,22,70,1011,3,8,0
2016,3,14,29,15,41,1011,4,14,0
2016,3,15,28,15,46,1010,4,11,0
2016,3,16,28,21,60,1010,4,5,0
2016,3,17,28,21,59,1011,5,10,0
2016,3,18,28,18,53,1010,4,8,0
2016,3,19,27,22,69,1009,3,8,0
2016,3,20,27,23,78,1009,4,10,0
2016,3,21,28,23,72,1007,4,14,0
2016,3,22,27,22,67,1007,5,14,10.92
2016,3,23,28,23,73,1009,4,14,0
2016,3,24,27,24,74,1012,4,8,0
2016,3,25,28,22,60,1012,5,8,0
2016,3,26,28,24,78,1011,3,5,0
2016,3,27,28,22,66,1013,5,10,0
2016,3,28,26,23,75,1012,4,16,33.02
2016,3,29,26,22,71,1012,4,10,0
2016,3,30,28,23,70,1013,4,8,0
2016,3,31,28,24,74,1011,4,10,11.94
2016,4,1,22,18,77,1010,5,18,0
2016,4,2,25,22,73,1010,4,5,0
2016,4,3,28,24,75,1011,4,11,0
2016,4,4,28,24,79,1009,4,14,0
2016,4,5,28,24,76,1007,4,16,0
2016,4,6,29,25,74,1008,4,19,0
2016,4,7,29,26,80,1008,4,14,0
2016,4,8,29,25,76,1008,4,11,0
2016,4,9,29,26,81,1008,4,11,0
2016,4,10,29,25,74,1009,5,14,0
2016,4,11,30,26,77,1006,5,13,0
2016,4,12,30,27,79,1005,5,23,0
2016,4,13,30,26,76,1004,4,23,0
2016,4,14,30,26,73,1006,6,23,0
2016,4,15,30,25,75,1007,5,18,0
2016,4,16,30,26,73,1006,5,23,0
2016,4,17,29,24,70,1007,6,21,0
2016,4,18,30,24,68,1008,5,19,0
2016,4,19,30,25,72,1008,6,27,0
2016,4,20,29,24,71,1008,5,18,0
2016,4,21,29,25,71,1006,5,24,0
2016,4,22,29,26,75,1005,5,24,0.51
2016,4,23,31,26,73,1002,5,29,0.51
2016,4,24,31,27,75,1003,5,24,0
2016,4,25,31,27,77,1006,5,24,0
2016,4,26,31,26,73,1009,5,16,0
2016,4,27,30,26,70,1007,6,14,0
2016,4,28,31,26,71,1006,5,13,0
2016,4,29,31,26,70,1007,5,14,0
2016,4,30,31,26,70,1006,5,18,0
2016,5,1,30,26,72,1006,6,18,0
2016,5,2,28,23,72,1007,5,19,1.02
2016,5,3,27,22,67,1007,5,11,0
2016,5,4,29,23,74,1008,5,13,4.06
2016,5,5,30,22,60,1008,6,8,0.25
2016,5,6,29,24,70,1008,5,10,0
2016,5,7,29,24,74,1008,5,10,0
2016,5,8,29,24,65,1008,5,13,0
2016,5,9,30,26,73,1008,6,8,0
2016,5,10,31,26,76,1008,5,13,0
2016,5,11,31,25,66,1006,5,29,0
2016,5,12,31,26,69,1004,6,8,0
2016,5,13,26,23,84,1006,4,10,1.02
2016,5,14,28,24,71,1007,5,13,0
2016,5,15,31,26,72,1008,6,10,0
2016,5,16,31,26,73,1006,5,16,0
2016,5,17,30,27,78,1005,6,19,0
2016,5,18,30,26,74,1005,5,16,9.91
2016,5,19,26,25,92,1006,4,11,7.11
2016,5,20,27,24,90,1003,4,13,2.03
2016,5,21,26,24,92,993,3,31,0
2016,5,22,27,25,84,1000,5,10,0
2016,5,23,29,26,77,1001,6,11,0
2016,5,24,30,25,78,1001,5,11,0
