year,month,day,tempavg,DPavg,humidity avg,SLPavg,visibilityavg,windavg,Rainfall
2016,5,25,29,25,77,1000,5,11,6.1
2016,5,26,28,25,71,1002,5,11,6.1
2016,5,27,30,26,76,1003,6,11,0
2016,5,28,30,26,75,1003,5,16,0
2016,5,29,30,27,75,1003,5,13,0
2016,5,30,31,26,74,1003,6,13,0
2016,5,31,31,25,75,1004,5,13,0
2016,6,1,29,25,73,1005,5,11,0
2016,6,2,30,26,69,1004,5,10,0
2016,6,3,30,26,72,1005,5,8,0
2016,6,4,30,24,67,1006,6,11,2.03
2016,6,5,30,26,73,1006,5,11,2.03
2016,6,6,30,25,70,1006,6,13,0
2016,6,7,30,25,76,1006,5,14,0
2016,6,8,29,26,86,1004,5,16,0
2016,6,9,26,25,94,1002,4,10,0
2016,6,10,28,25,83,999,5,6,0
2016,6,11,28,24,88,1001,4,11,0
2016,6,12,26,24,89,1002,4,10,0
2016,6,13,26,24,92,1002,4,11,0
2016,6,14,29,26,80,1000,5,11,0
2016,6,15,29,26,79,999,5,14,0
2016,6,16,30,26,78,1000,5,13,0
2016,6,17,30,26,76,1001,5,13,0
2016,6,18,31,25,71,1004,6,18,0
2016,6,19,30,24,68,1006,6,14,0
2016,6,20,30,25,72,1005,6,16,0
2016,6,21,30,26,75,1005,6,13,0
2016,6,22,31,26,72,1005,6,14,0
2016,6,23,31,26,74,1004,5,11,0
2016,6,24,30,26,75,1003,5,11,2.03
2016,6,25,30,26,74,1003,5,10,0
2016,6,26,29,26,73,1003,6,6,8.89
2016,6,27,31,26,72,1002,5,13,8.89
2016,6,28,30,26,70,1003,6,16,1.02
2016,6,29,30,26,74,1003,6,13,0
2016,6,30,31,26,73,1002,5,14,0
2016,7,1,30,25,74,1000,5,18,0
2016,7,2,29,26,82,1000,5,18,3.05
2016,7,3,27,26,92,1001,4,24,71.12
2016,7,4,27,26,95,1001,2,21,13.97
2016,7,5,27,26,92,1001,4,14,9.91
2016,7,6,26,26,93,1001,3,8,8.89
2016,7,7,29,26,81,999,5,11,0
2016,7,8,29,26,78,998,5,13,1.02
2016,7,9,29,26,81,998,5,14,1.02
2016,7,10,29,26,82,998,5,21,5.08
2016,7,11,28,26,84,1000,5,14,3.05
2016,7,12,28,26,83,1002,5,19,7.11
2016,7,13,29,26,85,1002,5,14,24.89
2016,7,14,29,27,80,1001,6,13,0
2016,7,15,29,26,82,1002,5,18,1.02
2016,7,16,27,26,89,1006,5,19,4.06
2016,7,17,27,24,87,1008,4,13,25.91
2016,7,18,27,24,86,1005,5,13,11.94
2016,7,19,28,26,85,1003,5,18,0.25
2016,7,20,29,26,83,1003,5,8,6.1
2016,7,21,29,26,81,1004,5,13,0
2016,7,22,30,25,73,1005,6,16,0
2016,7,23,29,25,76,1006,5,18,0
2016,7,24,29,25,74,1007,5,14,0
2016,7,25,26,24,90,1008,4,11,13.97
2016,7,26,28,24,75,1008,6,6,0
2016,7,27,29,24,73,1007,5,5,0
2016,7,28,28,26,79,1004,5,5,20.07
2016,7,29,29,26,82,1003,5,6,2.03
2016,7,30,29,26,77,1002,5,5,0
2016,7,31,29,26,81,1001,5,5,7.87
2016,8,1,30,26,80,999,5,6,0
2016,8,2,30,25,72,998,5,14,0.25
2016,8,3,30,26,75,998,5,13,6.1
2016,8,4,30,26,69,999,5,23,6.1
2016,8,5,29,25,72,1001,6,18,0.25
2016,8,6,29,25,79,1003,5,18,0.51
2016,8,7,29,26,81,1003,5,16,0
2016,8,8,29,26,81,1002,5,16,4.06
2016,8,9,26,24,92,1001,4,14,0
2016,8,10,26,24,92,1001,4,18,17.02
2016,8,11,27,26,90,1003,4,11,12.95
2016,8,12,28,26,84,1003,5,10,1.02
2016,8,13,29,26,82,1002,5,13,1.02
2016,8,14,29,26,80,1000,5,10,11.94
2016,8,15,29,26,76,997,6,5,2.03
2016,8,16,30,26,75,995,5,6,2.03
2016,8,17,28,25,82,997,5,16,0.25
2016,8,18,29,25,76,1001,5,11,5.08
2016,8,19,30,26,77,1002,5,10,5.08
2016,8,20,29,27,87,1001,5,3,1.02
2016,8,21,26,24,94,1002,4,23,19.05
2016,8,22,28,24,76,1005,5,8,2.03
2016,8,23,29,25,77,1004,5,5,0
2016,8,24,28,26,79,1002,5,8,0.76
2016,8,25,29,26,75,1003,5,3,0
2016,8,26,31,26,75,1004,5,2,0
2016,8,27,28,26,82,1006,5,13,0
2016,8,28,30,26,74,1006,5,10,4.06
2016,8,29,29,26,77,1004,5,3,29.97
2016,8,30,30,26,76,1004,6,8,0
2016,8,31,29,26,84,1005,5,13,2.03
2016,9,1,28,26,89,1005,4,13,2.03
2016,9,2,28,26,87,1002,5,11,0
2016,9,3,29,26,80,1001,5,13,6.1
2016,9,4,29,26,84,1002,5,10,2.03
2016,9,5,29,26,78,1001,5,11,3.05
2016,9,6,29,26,87,1002,5,10,3.05
2016,9,7,29,25,78,1003,5,32,0
2016,9,8,29,26,74,1004,5,8,0
2016,9,9,30,25,73,1006,5,13,0
2016,9,10,29,25,74,1006,6,8,0
2016,9,11,28,26,80,1005,5,6,6.1
2016,9,12,29,26,83,1005,5,5,0
2016,9,13,29,25,78,1006,5,5,3.05
2016,9,14,29,24,76,1006,5,6,0
2016,9,15,30,25,72,1005,6,6,0
2016,9,16,29,25,79,1005,5,6,1.02
2016,9,17,29,25,80,1005,5,8,2.03
2016,9,18,30,26,76,1005,6,18,7.87
2016,9,19,29,26,78,1005,6,0,0
2016,9,20,30,25,78,1005,5,0,6.1
2016,9,21,30,25,73,1007,5,5,11.94
2016,9,22,29,25,83,1008,5,10,3.05
2016,9,23,29,25,72,1006,5,8,0
2016,9,24,30,25,73,1005,6,11,0
2016,9,25,29,26,75,1005,6,10,0
2016,9,26,29,26,73,1006,5,5,0
2016,9,27,30,27,81,1006,5,5,2.03
2016,9,28,29,26,81,1005,5,6,5.08
2016,9,29,29,26,75,1005,6,6,0
2016,9,30,31,26,75,1004,6,2,7.11
2016,10,1,30,26,74,1007,6,2,0
2016,10,2,30,26,77,1008,5,3,0
2016,10,3,28,25,84,1006,4,10,0
2016,10,4,28,25,82,1005,5,2,0
2016,10,5,30,26,86,1004,5,2,6.1
2016,10,6,30,25,73,1005,6,2,0
2016,10,7,31,26,77,1006,5,2,0
2016,10,8,29,26,75,1007,5,11,0
2016,10,9,30,26,78,1006,5,3,0
2016,10,10,27,25,90,1005,4,6,10.92
2016,10,11,26,24,88,1005,4,10,12.95
2016,10,12,24,24,92,1005,4,10,2.03
2016,10,13,27,25,85,1007,5,2,0
2016,10,14,29,26,83,1007,4,2,0
2016,10,15,29,26,82,1007,4,6,0
2016,10,16,30,26,75,1007,4,6,0
2016,10,17,30,26,77,1006,5,6,0
2016,10,18,29,26,77,1006,5,2,0
2016,10,19,30,26,75,1005,5,5,0
2016,10,20,30,25,72,1004,4,6,0
2016,10,21,30,21,62,1005,5,3,0
2016,10,22,29,19,56,1006,5,6,0
2016,10,23,28,20,57,1005,5,6,0
2016,10,24,29,21,60,1004,5,8,0
2016,10,25,29,22,64,1005,5,5,0
2016,10,26,30,23,73,1008,5,3,0
2016,10,27,29,23,75,1011,4,2,0
2016,10,28,29,24,81,1010,5,2,10.92
2016,10,29,28,23,79,1010,5,6,2.03
2016,10,30,27,24,79,1011,5,3,0
2016,10,31,30,24,71,1013,4,3,0
2016,11,1,30,24,74,1012,5,2,0
2016,11,2,29,23,69,1011,5,6,0
2016,11,3,29,24,72,1011,5,3,0
2016,11,4,27,25,90,1010,4,8,3.05
2016,11,5,22,21,86,1006,5,19,37.08
2016,11,6,23,22,93,1004,3,13,1.02
2016,11,7,24,23,86,1008,5,11,0.51
2016,11,8,26,21,75,1010,4,5,0
2016,11,9,26,21,67,1010,5,10,0
2016,11,10,26,21,72,1011,5,5,0
2016,11,11,25,19,67,1012,4,5,0
2016,11,12,26,20,73,1013,3,5,0
2016,11,13,25,20,69,1013,3,6,0
2016,11,14,26,19,66,1012,4,6,0
2016,11,15,26,20,72,1012,4,6,0
2016,11,16,26,20,70,1012,4,11,0
2016,11,17,24,21,73,1012,5,10,0
2016,11,18,24,21,75,1010,5,11,0
2016,11,19,24,17,62,1010,5,10,0
2016,11,20,23,17,64,1011,5,3,0
2016,11,21,24,18,70,1010,4,6,0
2016,11,22,23,17,66,1010,4,8,0
2016,11,23,23,17,66,1011,4,3,0
2016,11,24,23,17,69,1011,4,6,0
2016,11,25,23,18,69,1010,4,2,0
2016,11,26,22,18,74,1010,4,2,0
2016,11,27,23,18,69,1010,4,2,0
2016,11,28,23,17,70,1011,4,0,0
2016,11,29,23,18,71,1013,3,0,0
2016,11,30,24,18,70,1013,5,2,0
2016,12,1,24,19,74,1014,4,2,0
2016,12,2,26,19,71,1014,4,3,0
2016,12,3,26,18,62,1015,4,6,0
2016,12,4,26,19,66,1013,4,10,0
2016,12,5,24,19,68,1013,4,10,0
2016,12,6,24,19,71,1013,4,3,0
2016,12,7,24,18,74,1012,4,5,0
2016,12,8,24,17,70,1011,4,3,0
2016,12,9,24,17,67,1009,4,2,0
2016,12,10,24,18,66,1009,4,10,0
2016,12,11,24,18,69,1009,4,8,0
2016,12,12,24,17,70,1010,3,3,0
2016,12,13,22,17,67,1011,3,5,0
2016,12,14,22,16,65,1012,3,10,0
2016,12,15,22,17,74,1012,3,10,0
2016,12,16,22,17,74,1013,4,3,0
2016,12,17,22,17,68,1013,4,5,0
2016,12,18,22,17,74,1014,3,2,0
2016,12,19,22,17,73,1013,2,3,0
2016,12,20,21,17,77,1012,2,0,0
2016,12,21,21,17,73,1013,2,5,0
2016,12,22,22,17,71,1011,3,6,0
2016,12,23,23,18,74,1010,3,2,0
2016,12,24,24,19,74,1010,3,0,0
2016,12,25,22,19,77,1012,3,0,0
2016,12,26,22,18,79,1012,2,3,0
2016,12,27,23,17,70,1013,2,5,0
2016,12,28,21,18,77,1013,2,10,0
2016,12,29,23,18,75,1014,4,5,0
2016,12,30,22,18,74,1015,3,0,0
2016,12,31,22,16,67,1014,3,2,0
2017,1,1,22,14,62,1014,3,3,0
2017,1,2,22,16,66,1014,3,2,0
2017,1,3,22,16,67,1012,4,6,0
2017,1,4,22,16,69,1012,3,6,0
2017,1,5,21,16,66,1011,3,11,0
2017,1,6,21,16,71,1012,3,13,0
2017,1,7,21,16,70,1010,2,8,0
2017,1,8,21,13,58,1010,3,11,0
2017,1,9,22,14,59,1010,4,8,0
2017,1,10,22,13,54,1010,3,13,0
2017,1,11,21,13,59,1011,4,16,0
2017,1,12,20,9,47,1012,4,18,0
2017,1,13,20,9,52,1013,4,18,0
2017,1,14,19,8,48,1014,4,19,0
2017,1,15,19,11,58,1014,3,18,0
2017,1,16,19,13,62,1013,3,13,0
2017,1,17,20,12,56,1014,3,10,0
2017,1,18,20,12,55,1016,3,11,0
2017,1,19,22,13,56,1015,3,13,0
2017,1,20,21,14,61,1015,3,11,0
2017,1,21,21,13,55,1016,3,14,0
2017,1,22,22,15,64,1015,3,10,0
2017,1,23,21,15,66,1015,3,6,0
2017,1,24,22,14,58,1016,3,6,0
2017,1,25,23,14,53,1016,4,3,0
2017,1,26,24,16,62,1016,4,2,0
2017,1,27,22,16,61,1014,3,2,0
2017,1,28,22,17,68,1013,3,2,0
2017,1,29,23,16,63,1013,4,10,0
2017,1,30,21,14,62,1012,3,11,0
2017,1,31,21,14,63,1013,3,6,0
2017,2,1,22,14,59,1014,2,14,0
2017,2,2,23,12,51,1015,2,14,0
2017,2,3,18,12,40,1016,3,11,0
2017,2,4,22,13,53,1013,4,6,0
2017,2,5,24,13,49,1012,4,3,0
2017,2,6,24,17,61,1011,3,6,0
2017,2,7,21,18,76,1011,3,3,0
2017,2,8,22,17,73,1012,2,5,0
2017,2,9,22,12,53,1012,4,11,0
2017,2,10,22,13,56,1012,3,11,0
2017,2,11,24,15,58,1014,3,2,0
2017,2,12,24,16,57,1016,4,10,0
2017,2,13,25,13,48,1017,4,13,0
2017,2,14,26,12,47,1018,5,11,0
2017,2,15,26,13,45,1017,4,11,0
2017,2,16,24,14,55,1015,3,5,0
2017,2,17,24,15,58,1014,3,5,0
2017,2,18,24,18,66,1014,3,2,0
2017,2,19,23,18,73,1012,2,3,0
2017,2,20,26,21,74,1009,2,8,0
2017,2,21,26,22,80,1010,4,18,0
2017,2,22,26,22,78,1011,4,14,0
2017,2,23,25,22,77,1012,4,14,0
2017,2,24,26,19,68,1013,4,8,0
2017,2,25,24,12,52,1012,4,6,0
2017,2,26,23,13,49,1010,4,8,0
2017,2,27,23,17,58,1013,4,8,0
2017,2,28,27,14,49,1012,4,6,0
2017,3,1,25,13,52,1011,3,8,0
2017,3,2,24,16,55,1010,3,5,0
2017,3,3,27,21,71,1008,3,6,0
2017,3,4,26,21,70,1009,4,5,0
2017,3,5,26,19,64,1009,5,10,0
2017,3,6,24,20,73,1008,4,13,0
2017,3,7,26,21,72,1009,4,5,0
2017,3,8,24,21,79,1009,4,3,0.76
2017,3,9,24,17,61,1007,4,11,0.76
2017,3,10,26,22,76,1008,4,13,3.05
2017,3,11,24,21,88,1009,4,11,7.11
2017,3,12,23,21,84,1009,3,6,0
2017,3,13,26,19,65,1012,4,11,0
2017,3,14,24,12,42,1012,5,16,0
2017,3,15,24,10,38,1012,5,18,0
2017,3,16,24,11,42,1010,5,18,0
2017,3,17,24,16,60,1009,4,3,0
2017,3,18,26,20,73,1010,4,5,0
2017,3,19,26,21,70,1011,4,8,0
2017,3,20,23,21,83,1011,3,6,0
2017,3,21,23,17,68,1012,4,11,0
2017,3,22,24,17,60,1011,4,6,0
2017,3,23,25,19,68,1010,4,6,0
2017,3,24,26,22,77,1010,3,5,0
2017,3,25,26,21,69,1011,4,6,0
2017,3,26,26,21,71,1011,5,6,0
2017,3,27,27,22,74,1011,4,10,0
2017,3,28,27,23,76,1011,4,13,0
2017,3,29,27,23,76,1009,4,21,0
2017,3,30,29,24,77,1010,5,27,0
2017,3,31,28,24,77,1011,6,19,0
2017,4,1,28,24,76,1009,5,18,0
2017,4,2,28,24,75,1009,6,23,0
2017,4,3,28,23,72,1009,5,23,0.25
2017,4,4,26,22,79,1010,4,19,30.99
2017,4,5,27,21,78,1010,4,14,8.89
2017,4,6,26,22,70,1009,5,3,0
2017,4,7,29,24,76,1008,5,5,0
2017,4,8,29,24,74,1008,4,3,0
2017,4,9,29,25,76,1008,5,6,0
2017,4,10,29,25,78,1007,5,11,0
2017,4,11,29,24,74,1007,5,10,0
2017,4,12,28,26,78,1007,4,10,0
2017,4,13,30,24,71,1008,4,10,0
2017,4,14,29,25,76,1008,3,5,0
2017,4,15,29,24,72,1006,4,8,0
2017,4,16,28,22,62,1005,4,8,0
2017,4,17,27,22,68,1006,5,11,0
2017,4,18,28,24,69,1008,5,16,0
2017,4,19,29,24,72,1007,5,18,0
2017,4,20,26,22,73,1007,5,16,1.02
2017,4,21,22,21,89,1008,3,14,17.02
2017,4,22,25,21,82,1007,4,13,37.08
2017,4,23,26,22,76,1007,5,14,4.06
2017,4,24,25,21,81,1007,5,13,2.03
2017,4,25,26,24,76,1006,5,21,0
2017,4,26,29,26,78,1007,4,19,0
2017,4,27,29,26,80,1009,4,16,0
2017,4,28,29,27,79,1008,4,11,0
2017,4,29,29,26,77,1009,5,11,0
2017,4,30,30,26,77,1009,5,11,0
2017,5,1,28,25,77,1009,5,14,12.95
2017,5,2,28,22,62,1010,6,16,0
2017,5,3,29,25,71,1010,4,8,0
2017,5,4,30,26,74,1009,5,5,0
2017,5,5,29,25,75,1008,5,11,0
2017,5,6,29,25,73,1010,5,19,0
2017,5,7,29,26,73,1010,5,16,0
2017,5,8,30,25,73,1009,5,6,0
2017,5,9,30,26,72,1008,5,13,0
2017,5,10,29,23,67,1008,5,5,0
2017,5,11,30,25,72,1008,5,5,0
2017,5,12,31,26,71,1007,5,10,0
2017,5,13,31,26,71,1006,5,10,0
2017,5,14,31,26,72,1004,5,14,0
2017,5,15,29,25,80,1004,5,13,19.05
2017,5,16,27,24,72,1002,5,11,6.1
2017,5,17,29,26,80,1003,4,6,22.1
2017,5,18,28,25,68,1004,5,6,12.95
2017,5,19,31,27,77,1005,5,16,0
2017,5,20,31,27,76,1004,6,11,0
2017,5,21,32,27,75,1003,5,16,0
2017,5,22,31,27,73,1004,5,13,0
2017,5,23,31,27,73,1005,5,14,0
2017,5,24,32,28,82,1004,5,13,0
2017,5,25,31,27,74,1004,5,13,0
2017,5,26,31,26,70,1004,5,6,0
2017,5,27,32,26,70,1002,5,11,0
2017,5,28,31,26,73,1001,6,13,0
2017,5,29,28,26,80,998,5,10,1.02
2017,5,30,27,25,89,993,4,37,4.06
2017,5,31,28,26,85,1002,4,14,7.11
2017,6,1,29,27,84,1004,5,19,0
2017,6,2,26,24,89,1006,4,5,2.03
2017,6,3,28,27,90,1004,4,18,4.06
2017,6,4,26,24,90,1003,4,14,39.12
2017,6,5,28,26,79,1003,5,8,0
2017,6,6,31,27,80,1003,5,5,0
2017,6,7,30,26,74,1003,5,8,0
2017,6,8,30,27,81,1002,5,13,0.25
2017,6,9,30,27,80,1001,5,8,1.02
2017,6,10,31,26,83,1000,5,8,1.02
2017,6,11,29,25,83,998,5,18,3.05
2017,6,12,27,26,91,995,2,34,53.09
2017,6,13,27,25,93,1001,4,18,0
2017,6,14,28,25,82,1004,5,14,0
2017,6,15,28,26,87,1003,4,13,0
2017,6,16,27,25,92,1003,4,18,0
2017,6,17,30,27,82,1003,5,16,0
2017,6,18,28,27,91,1002,4,10,0
2017,6,19,28,25,84,1001,4,13,19.05
2017,6,20,27,25,80,1001,5,13,5.08
2017,6,21,28,26,89,1001,5,10,10.92
2017,6,22,29,26,78,1001,5,16,13.97
2017,6,23,30,25,75,1000,5,11,6.1
2017,6,24,30,26,77,999,5,11,5.08
2017,6,25,30,25,73,1000,5,19,0
2017,6,26,30,26,73,1002,5,16,0.51
2017,6,27,30,26,72,1002,6,13,0.51
2017,6,28,30,26,73,1002,5,14,0
2017,6,29,30,26,76,1002,5,13,0.76
2017,6,30,29,26,86,1000,5,13,17.02
2017,7,1,28,26,88,999,5,18,0.25
2017,7,2,29,26,89,1000,4,19,12.95
2017,7,3,27,26,92,1001,3,18,87.88
2017,7,4,27,26,93,1000,3,24,0
2017,7,5,26,26,93,1000,4,11,0
2017,7,6,28,26,90,1001,4,8,0
2017,7,7,29,26,78,1002,5,14,0
2017,7,8,29,26,82,1002,5,18,0
2017,7,9,29,26,78,1004,5,19,0
2017,7,10,29,26,87,1005,4,16,0
2017,7,11,27,26,89,1003,4,13,0
2017,7,12,29,26,81,1003,5,10,5.08
2017,7,13,29,26,80,1002,5,13,2.03
2017,7,14,29,26,80,1002,5,8,12.95
2017,7,15,29,26,77,1001,5,8,0
2017,7,16,30,26,74,998,6,8,0.76
2017,7,17,31,27,77,998,5,8,1.02
2017,7,18,30,26,79,1000,5,6,1.02
2017,7,19,27,25,94,1001,3,16,21.08
2017,7,20,27,26,94,1001,4,16,26.92
2017,7,21,27,26,91,1002,5,11,0
2017,7,22,29,26,84,1002,5,10,1.02
2017,7,23,26,26,96,1001,2,16,0
2017,7,24,24,24,98,1002,2,8,61.98
2017,7,25,26,24,93,1002,4,3,0.51
2017,7,26,28,26,82,1003,5,6,0.51
2017,7,27,29,27,81,1003,5,10,0
2017,7,28,29,27,78,1004,5,6,0
2017,7,29,29,27,87,1004,5,3,0
2017,7,30,30,27,82,1003,6,10,0
2017,7,31,29,26,76,1003,5,11,0
2017,8,1,30,27,80,1003,5,11,0
2017,8,2,30,27,79,1002,5,13,0
2017,8,3,30,27,81,999,6,13,0
2017,8,4,30,26,77,998,6,13,0
2017,8,5,30,26,77,999,5,18,0
2017,8,6,29,26,86,1002,5,11,2.03
2017,8,7,28,26,84,1004,5,13,7.87
2017,8,8,29,26,81,1005,5,16,0
2017,8,9,29,26,83,1005,5,16,2.03
2017,8,10,28,26,89,1004,5,16,4.06
2017,8,11,28,26,90,1003,4,19,20.07
2017,8,12,26,26,94,1004,3,8,116.08
2017,8,13,28,25,89,1005,4,8,25.91
2017,8,14,28,26,87,1006,5,10,0.51
2017,8,15,29,26,85,1004,4,11,1.02
2017,8,16,29,26,87,1002,4,10,0
2017,8,17,28,26,81,1000,5,10,0
2017,8,18,29,26,78,1002,6,13,0
2017,8,19,29,27,84,1005,5,10,0
2017,8,20,29,26,77,1004,6,8,20.07
2017,8,21,29,26,76,1002,5,10,2.03
2017,8,22,29,26,84,1002,5,8,0
2017,8,23,29,26,78,1003,5,8,0
2017,8,24,29,26,83,1003,5,11,7.87
2017,8,25,29,26,80,1001,5,6,0
2017,8,26,28,26,85,1000,5,11,0
2017,8,27,30,26,73,1001,5,14,0
2017,8,28,30,26,72,1003,6,18,0
2017,8,29,30,26,75,1005,5,16,0
2017,8,30,29,26,84,1005,5,8,0.51
2017,8,31,29,26,85,1005,4,10,1.02
2017,9,1,27,26,91,1005,4,11,8.89
2017,9,2,28,26,90,1004,4,10,8.89
2017,9,3,27,26,95,1005,3,8,1.02
2017,9,4,29,26,79,1005,5,5,1.02
2017,9,5,30,27,79,1005,5,5,0
2017,9,6,29,27,80,1006,5,6,0
2017,9,7,30,26,79,1006,5,10,0
2017,9,8,28,26,88,1007,4,8,46.99
2017,9,9,28,26,86,1007,5,10,0
2017,9,10,28,25,85,1008,5,11,39.12
2017,9,11,29,25,86,1008,5,11,18.03
2017,9,12,29,25,82,1008,5,10,0
2017,9,13,29,26,81,1008,5,10,0
2017,9,14,29,26,81,1006,4,8,0
2017,9,15,30,27,78,1004,5,5,2.03
2017,9,16,31,27,76,1002,5,11,0
2017,9,17,27,25,89,1003,4,13,0
2017,9,18,29,25,83,1003,4,5,12.95
2017,9,19,28,25,83,1003,4,13,3.05
2017,9,20,27,25,88,1006,4,11,6.1
2017,9,21,29,26,80,1006,5,6,0
2017,9,22,29,26,77,1006,5,5,0
2017,9,23,30,26,74,1007,5,11,0
2017,9,24,29,26,79,1005,5,10,5.08
2017,9,25,29,26,82,1004,6,10,8.89
2017,9,26,28,26,80,1005,5,6,46.99
2017,9,27,29,26,82,1006,4,6,2.03
2017,9,28,29,26,81,1005,5,8,0
2017,9,29,28,25,86,1006,4,14,55.12
2017,9,30,29,26,78,1009,6,11,1.02
2017,10,1,29,26,78,1008,5,8,1.02
2017,10,2,30,26,74,1006,5,5,0
2017,10,3,29,26,73,1006,5,6,0
2017,10,4,30,26,77,1006,5,6,0.25
2017,10,5,28,25,78,1006,5,5,1.02
2017,10,6,30,25,79,1007,5,6,0
2017,10,7,29,24,79,1007,5,8,0
2017,10,8,28,24,79,1007,5,11,0
2017,10,9,28,24,79,1006,5,8,7.87
2017,10,10,29,25,73,1006,6,2,0
2017,10,11,30,26,76,1005,5,6,0
2017,10,12,29,26,82,1005,5,5,0
2017,10,13,30,26,75,1005,5,2,0
2017,10,14,29,25,73,1005,6,3,0
2017,10,15,29,26,76,1005,6,3,0
2017,10,16,30,26,76,1004,5,3,0
2017,10,17,30,26,75,1004,5,6,0
2017,10,18,29,26,81,1006,5,2,1.02
2017,10,19,29,25,79,1007,5,5,7.11
2017,10,20,26,24,87,1008,4,13,7.87
2017,10,21,26,24,88,1004,3,29,39.88
2017,10,22,27,22,75,1006,5,16,0
2017,10,23,27,23,77,1008,5,2,0
2017,10,24,27,24,79,1011,4,2,0
2017,10,25,27,23,74,1013,4,2,0
2017,10,26,28,23,71,1012,5,2,0
2017,10,27,27,19,62,1011,5,3,0
2017,10,28,26,20,67,1012,4,0,0
2017,10,29,22,21,82,1014,4,5,5.08
2017,10,30,23,19,79,1014,4,14,4.06
2017,10,31,24,21,76,1012,5,6,0
2017,11,1,26,22,83,1013,5,2,0.25
2017,11,2,27,23,79,1011,4,2,0
2017,11,3,28,23,76,1010,4,3,0
2017,11,4,28,23,70,1011,5,0,0
2017,11,5,28,23,70,1011,5,5,0
2017,11,6,27,22,70,1010,5,5,0
2017,11,7,29,22,68,1010,5,5,0
2017,11,8,27,22,75,1011,4,5,0
2017,11,9,27,21,73,1010,4,3,0
2017,11,10,26,21,72,1010,5,2,0
2017,11,11,27,19,63,1010,5,5,0
2017,11,12,27,22,71,1009,5,5,0
2017,11,13,27,21,68,1008,4,8,0
2017,11,14,29,22,65,1009,5,6,0
2017,11,15,27,24,82,1010,4,5,14.99
2017,11,16,26,24,83,1010,4,11,14.99
2017,11,17,26,24,82,1010,4,2,0.25
2017,11,18,27,24,75,1010,4,6,0
2017,11,19,28,23,71,1010,4,8,0
2017,11,20,27,20,62,1010,4,10,0
2017,11,21,27,19,61,1010,4,18,0
2017,11,22,26,19,63,1009,3,14,0
2017,11,23,24,17,57,1009,3,11,0
2017,11,24,26,17,61,1010,4,11,0
2017,11,25,24,17,64,1012,5,6,0
2017,11,26,24,16,64,1013,4,8,0
2017,11,27,23,17,68,1012,3,3,0
2017,11,28,23,17,66,1012,4,2,0
2017,11,29,23,17,70,1013,4,6,0
2017,11,30,23,18,67,1012,5,11,0
2017,12,1,22,17,70,1012,4,5,0
2017,12,2,23,17,69,1014,3,3,0
2017,12,3,23,17,67,1012,4,6,0
2017,12,4,22,17,71,1012,4,6,0
2017,12,5,22,15,62,1012,4,5,0
2017,12,6,21,17,72,1010,3,3,0
2017,12,7,22,17,70,1010,4,10,0
2017,12,8,22,19,82,1011,4,8,1.02
2017,12,9,22,23,91,1011,4,3,1.02
2017,12,10,27,23,80,1011,5,8,0.51
2017,12,11,24,23,91,1012,4,11,0
2017,12,12,24,21,79,1013,3,6,0
2017,12,13,24,19,71,1013,3,6,0
2017,12,14,24,18,65,1014,3,6,0
2017,12,15,22,14,56,1014,4,8,0
2017,12,16,21,16,70,1015,3,10,0
2017,12,17,22,16,67,1016,4,6,0
2017,12,18,22,19,79,1016,3,3,0
2017,12,19,21,18,80,1016,2,3,0
2017,12,20,21,19,84,1017,2,3,0
2017,12,21,22,18,75,1016,4,8,0
2017,12,22,22,18,76,1015,3,2,0
2017,12,23,22,18,73,1012,3,3,0
2017,12,24,22,17,69,1012,3,6,0
2017,12,25,21,17,73,1012,3,6,0
2017,12,26,22,16,67,1012,3,8,0
2017,12,27,23,17,71,1013,4,8,0
2017,12,28,22,16,68,1013,4,2,0
2017,12,29,23,16,66,1014,4,5,0
2017,12,30,23,17,62,1013,4,5,0
2017,12,31,24,18,68,1012,4,2,0
